30716,8 901365307167
30721,8 901365307211
30719,8 901365307198
30720,8 901365307204
30717,8 901365307174
30718,8 901365307181
30724,8 901365307242
30723,8 901365307235
30725,8 901365307259
30726,8 901365307266
30727,8 901365307273
30880,8 901365308805
30730,8 901365307303
30729,8 901365307297
30728,8 901365307280
30731,8 901365307310
30739,8 901365307396
30733,8 901365307334
30732,8 901365307327
30734,8 901365307341
30745,8 901365307457
30776,8 901365307761
30777,8 901365307778
30883,8 901365308836
30882,8 901365308829
30887,8 901365308874
30889,8 901365308898
30890,8 901365308904
30891,8 901365308911
30894,8 901365308942
30735,8 901365307358
30736,8 901365307365
36717,8 901365367178
36718,8 901365367185
36719,8 901365367192
36720,8 901365367208
36721,8 901365367215
36722,8 901365367222
36723,8 901365367239
36724,8 901365367246
36725,8 901365367253
36726,8 901365367260
36727,8 901365367277
36728,8 901365367284
36729,8 901365367291
36730,8 901365367307
30794,8 901365307945
30742,8 901365307426
30747,8 901365307471
36301,8 901365363019
36302,8 901365363026
36303,8 901365363033
36304,8 901365363040
36305,8 901365363057
36306,8 901365363064
36307,8 901365363071
36308,8 901365363088
36309,8 901365363095
36310,8 901365363101
36311,8 901365363118
36312,8 901365363125
36313,8 901365363132
36314,8 901365363149
36318,8 901365363187
36315,8 901365363156
36316,8 901365363163
36300,8 901365363002
30826,8 901365308263
30827,8 901365308270
30828,8 901365308287
30829,8 901365308294
30830,8 901365308300
30831,8 901365308317
30832,8 901365308324
30835,8 901365308355
30836,8 901365308362
30837,8 901365308379
30838,8 901365308386
30812,8 901365308126
30839,8 901365308393
36020,8 901365360209
36021,8 901365360216
36022,8 901365360223
36023,8 901365360230
36024,8 901365360247
36025,8 901365360254
36501,8 901365365013
36502,8 901365365020
36503,8 901365365037
36504,8 901365365044
36505,8 901365365051
36506,8 901365365068
36507,8 901365365075
36508,8 901365365082
36047,8 901365360476
36800,8 901365368007
36801,8 901365368014
36802,8 901365368021
36803,8 901365368038
36804,8 901365368045
36805,8 901365368052
36806,8 901365368069
36807,8 901365368076
36808,8 901365368083
36826,8 901365368267
36825,8 901365368250
36819,8 901365368199
36820,8 901365368205
36821,8 901365368212
36822,8 901365368229
36824,8 901365368243
36823,8 901365368236
36818,8 901365368182
36827,8 901365368274
37065,8 901365370659
37066,8 901365370666
37067,8 901365370673
37068,8 901365370680
37069,8 901365370697
37070,8 901365370703
37071,8 901365370710
37064,8 901365370642
30495,8 901365304951
30496,8 901365304968
30601,8 901365306016
30602,8 901365306023
30603,8 901365306030
30604,8 901365306047
30605,8 901365306054
30959,8 901365309598
30960,8 901365309604
30966,8 901365309666
30967,8 901365309673
30968,8 901365309680
35035,8 901365350354
35036,8 901365350361
35045,8 901365350453
35037,8 901365350378
35038,8 901365350385
35039,8 901365350392
35040,8 901365350408
35044,8 901365350446
35048,8 901365350484
36773,8 901365367734
36774,8 901365367741
36775,8 901365367758
36789,8 901365367895
36776,8 901365367765
36777,8 901365367772
36778,8 901365367789
36779,8 901365367796
36788,8 901365367888
36790,8 901365367901
35155,8 901365351559
30843,8 901365308430
30845,8 901365308454
30844,8 901365308447
36048,8 901365360483
36045,8 901365360452
36046,8 901365360469
36136,8 901365361367
36137,8 901365361374
30609,8 901365306092
30610,8 901365306108
36016,8 901365360162
36017,8 901365360179
29214,8 901365291244
43024,8 901365430247
43027,8 901365430278
43046,8 901365430469
43047,8 901365430476
43038,8 901365430383
43054,8 901365430544
43055,8 901365430551
99579,8 901365995791
43018,8 901365430186
43000,8 901365430001
99576,8 901365995760
99564,8 901365995647
99563,8 901365995630
99561,8 901365995616
99565,8 901365995654
99562,8 901365995623
99560,8 901365995609
43031,8 901365430315
43032,8 901365430322
43033,8 901365430339
43034,8 901365430346
43035,8 901365430353
43043,8 901365430438
43044,8 901365430445
43045,8 901365430452
99610,8 901365996101
99591,8 901365995913
99592,8 901365995920
43125,8 901365431251
43123,8 901365431237
43124,8 901365431244
43126,8 901365431268
43129,8 901365431299
43127,8 901365431275
43130,8 901365431305
43128,8 901365431282
99495,8 901365994954
99492,8 901365994923
99494,8 901365994947
99491,8 901365994916
99490,8 901365994909
43036,8 901365430360
43037,8 901365430377
43030,8 901365430308
43042,8 901365430421
40564,8 901365405641
40565,8 901365405658
40563,8 901365405634
40562,8 901365405627
40571,8 901365405719
40572,8 901365405726
40556,8 901365405566
40557,8 901365405573
40558,8 901365405580
40091,8 901365400912
40187,8 901365401872
40289,8 901365402893
40090,8 901365400905
40186,8 901365401865
40288,8 901365402886
40212,8 901365402121
40213,8 901365402138
40080,8 901365400806
40176,8 901365401766
40277,8 901365402770
40078,8 901365400783
40173,8 901365401735
40274,8 901365402749
40073,8 901365400738
40170,8 901365401704
40271,8 901365402712
40081,8 901365400813
40109,8 901365401094
40109,8 901365401094
40205,8 901365402053
40278,8 901365402787
40308,8 901365403081
40092,8 901365400929
40178,8 901365401780
40281,8 901365402817
40282,8 901365402824
40003,8 901365400035
40356,8 901365403562
40357,8 901365403579
40358,8 901365403586
40110,8 901365401100
40207,8 901365402077
40291,8 901365402916
40084,8 901365400844
40180,8 901365401803
40280,8 901365402800
40361,8 901365403616
40088,8 901365400882
40184,8 901365401841
40360,8 901365403609
40359,8 901365403593
40362,9 901365403623
40113,8 901365401131
40210,8 901365402107
40112,8 901365401124
40209,8 901365402091
40089,8 901365400899
40185,8 901365401858
40287,8 901365402879
40158,8 901365401582
40257,8 901365402572
40000,8 901365400005
40065,8 901365400653
40053,8 901365400530
40077,8 901365400776
40054,8 901365400547
40211,8 901365402114
40093,8 901365400936
40068,8 901365400684
40166,8 901365401667
40150,8 901365401506
41973,8 901365419730
41907,8 901365419075
41915,8 901365419150
41944,8 901365419440
41943,8 901365419433
41963,8 901365419631
41933,8 901365419334
41923,8 901365419235
41911,8 901365419112
41958,8 901365419587
41949,8 901365419495
41942,8 901365419426
41935,8 901365419358
41951,8 901365419518
41970,8 901365419709
41969,8 901365419693
41966,8 901365419662
41967,8 901365419679
41953,8 901365419532
41959,8 901365419594
41960,8 901365419600
40500,8 901365405009
42275,8 901365422754
42275,8 901365422754
41971,8 901365419716
41965,8 901365419655
41018,8 901365410188
41021,8 901365410218
41030,8 901365410300
41031,8 901365410317
41034,8 901365410348
41036,8 901365410362
41347,8 901365413479
41336,8 901365413363
41331,8 901365413318
41349,8 901365413493
41351,8 901365413516
41320,8 901365413202
41319,8 901365413196
41337,8 901365413370
41353,8 901365413530
41356,8 90136541356]1
41363,8 901365413639
41372,8 901365413721
41366,8 901365413660
41346,8 901365413462
41345,8 901365413455
41303,8 901365413035
41329,8 901365413295
42503,8 901365425038
42502,8 901365425021
41360,8 901365413608
41343,8 901365413431
41371,8 901365413714
41372,8 901365413721
41354,8 901365413547
41357,8 901365413578
41376,8 901365413769
41377,8 901365413776
41369,8 901365413691
41314,8 901365413141
41393,8 901365413936
41392,8 901365413929
41391,8 901365413912
41382,8 901365413820
41384,8 901365413844
41394,8 901365413943
41351,8 901365413516
41388,8 901365413882
41380,8 901365413806
42266,8 901365422662
41385,8 901365413851
41402,8 901365414025
41408,8 901365414087
41407,8 901365414070
41114,8 901365411147
41109,8 901365411094
41119,8 901365411192
41118,8 901365411185
41009,8 901365410096
41016,8 901365410164
41035,8 901365410355
41361,8 901365413615
41379,8 901365413790
41390,8 901365413905
41202,8 901365412021
41205,8 901365412052
41208,8 901365412083
41209,8 901365412090
41213,8 901365412137
41215,8 901365412151
41626,8 901365416265
41615,8 901365416159
41624,8 901365416241
41623,8 901365416234
41617,8 901365416173
41616,8 901365416166
41625,8 901365416258
41618,8 901365416180
41619,8 901365416197
41629,8 901365416296
41630,8 901365416302
41628,8 901365416289
41627,8 901365416272
41614,8 901365416142
41633,8 901365416333
41634,8 901365416340
41621,8 901365416210
41622,8 901365416227
41620,8 901365416203
41631,8 901365416319
41632,8 901365416326
41635,8 901365416357
41636,8 901365416364
41645,8 901365416456
41644,8 901365416449
41640,8 901365416401
41639,8 901365416395
41642,8 901365416425
41641,8 901365416418
41643,8 901365416432
41646,8 901365416463
41647,8 901365416470
41812,8 901365418122
41813,8 901365418139
41814,8 901365418146
42254,8 901365422549
42255,8 901365422556
42256,8 901365422563
42257,8 901365422570
41456,8 901365414568
41457,8 901365414575
41458,8 901365414582
41471,8 901365414711
41462,8 901365414629
41463,8 901365414636
41464,8 901365414643
41466,8 901365414667
41474,8 901365414742
41492,8 901365414926
41493,8 901365414933
41467,8 901365414674
41468,8 901365414681
41481,8 901365414810
41482,8 901365414827
41490,8 901365414902
41484,8 901365414841
41499,8 901365414995
42260,8 901365422600
42259,8 901365422594
42251,8 901365422518
42253,8 901365422532
42250,8 901365422501
42252,8 901365422525
42262,8 901365422624
42267,8 901365422679
42268,8 901365422686
42269,8 901365422693
41516,9 901365415169
42265,8 901365422655
41705,8 901365417057
41703,8 901365417033
41704,8 901365417040
41713,8 901365417132
41714,8 901365417149
41486,8 901365414865
41491,8 901365414919
42258,8 901365422587
41011,8 901365410119
41012,8 901365410126
41015,8 901365410157
41028,8 901365410287
41028,8 901365410287
41033,8 901365410331
41047,8 901365410478
41046,8 901365410461
41029,8 901365410294
41038,8 901365410386
41039,8 901365410393
41115,8 901365411154
41112,8 901365411123
41103,8 901365411031
41107,8 901365411079
41108,8 901365411086
41110,8 901365411109
41040,8 901365410409
41041,8 901365410416
41024,8 901365410249
41559,8 901365415596
41561,8 901365415619
41557,8 901365415572
41558,8 901365415589
41580,8 901365415800
41562,8 901365415626
41573,8 901365415732
41586,8 901365415862
41584,8 901365415848
41587,8 901365415879
41588,8 901365415886
41589,8 901365415893
41594,8 901365415947
41593,8 901365415930
41592,8 901365415923
41873,8 901365418733
41868,8 901365418689
41871,8 901365418719
41870,8 901365418702
41869,8 901365418696
41590,8 901365415909
41598,8 901365415985
41574,8 901365415749
41597,8 901365415978
41575,8 901365415756
41872,8 901365418726
41042,8 901365410423
41576,8 901365415763
41017,8 901365410171
41026,8 901365410263
41852,8 901365418528
41854,8 901365418542
41855,8 901365418559
41856,8 901365418566
41750,8 901365417507
41752,8 901365417521
41759,8 901365417590
41760,8 901365417606
41767,8 901365417675
41762,8 901365417620
41763,8 901365417637
41764,8 901365417644
41765,8 901365417651
41766,8 901365417668
41022,8 901365410225
42307,8 901365423072
42308,8 901365423089
42309,8 901365423096
99550,8 901365995500
99552,8 901365995524
99553,8 901365995531
99554,8 901365995548
41032,8 901365410324
41037,8901365410379
41043,8901365410430
42618,8 901365426189
42619,8 901365426196
42622,8 901365426226
42625,8 901365426257
42627,8 901365426271
42628,8 901365426288
42629,8 901365426295
42632,8 901365426325
42633,8 901365426332
42634,8 901365426349
42635,8 901365426356
42636,8 901365426363
42646,8 901365426462
42647,8 901365426479
42778,8 901365427780
42830,8 901365428305
42819,8 901365428190
42651,8 901365426516
42652,8 901365426523
42653,8 901365426530
42655,8 901365426554
42656,8 901365426561
42657,8 901365426578
42676,8 901365426769
42706,8 901365427063
42751,8 901365427513
42752,8 901365427520
42753,8 901365427537
42756,8 901365427568
42758,8 901365427582
42759,8 901365427599
42760,8 901365427605
42761,8 901365427612
42763,8 901365427636
42764,8 901365427643
42765,8 901365427650
42766,8 901365427667
42767,8 901365427674
42768,8 901365427681
42770,8 901365427704
42771,8 901365427711
42772,8 901365427728
42777,8 901365427773
42601,8 901365426011
42602,8 901365426028
42603,8 901365426035
42604,8 901365426042
42605,8 901365426059
42754,8 901365427544
42755,8 901365427551
42621,8 901365426219
42630,8 901365426301
42631,8 901365426318
42649,8 901365426493
42650,8 901365426509
42804,8 901365428046
49002,8 901365490029
49003,8 901365490036
49004,8 901365490043
49006,8 901365490067
49008,8 901365490081
49022,8 901365490227
99496,8 901365994961
99497,8 901365994978
99498,8 901365994985
99499,8 901365994992
99505,8 901365995050
99506,8 901365995067
99507,8 901365995074
99508,8 901365995081
99530,8 901365995302
99531,8 901365995319
99532,8 901365995326
99533,8 901365995333
42799,8 901365427995
42800,8 901365428008
42801,8 901365428015
42802,8 901365428022
42803,8 901365428039
42783,8 901365427834
42784,8 901365427841
42786,8 901365427865
42787,8 901365427872
42788,8 901365427889
42789,8 901365427896
42790,8 901365427902
42805,8 901365428053
42806,8 901365428060
42807,8 901365428077
42807,8 901365428084
42809,8 901365428091
42810,8 901365428107
42811,8 901365428114
42791,8 901365427919
42792,8 901365427926
42812,8 901365428121
42813,8 901365428138
42814,8 901365428145
42815,8 901365428152
42816,8 901365428169
42818,8 901365428183
42831,8 901365428312
42795,8 901365427957
42796,8 901365427964
42797,8 901365427971
42798,8 901365427988
49053,8 901365490531
49054,8 901365490548
49055,8 901365490555
49056,8 901365490562
49057,8 901365490579
49030,8 901365490302
49031,8 901365490319
49032,8 901365490326
49033,8 901365490333
49034,8 901365490340
49035,8 901365490357
49036,8 901365490364
49037,8 901365490371
49038,8 901365490388
49039,8 901365490395
42701,8 901365427018
42702,8 901365427025
42704,8 901365427049
42705,8 901365427056
